lat	cyr	pos	ekav	gloss
akamoli	akamoli	adv		тем более, не говоря уже, где уж, куда уж
akamoli	акамоли	adv		тем более, не говоря уже, где уж, куда уж
akcenat	акценат	noun		ударение, акцент
akcenat	akcenat	noun		ударение, акцент
akcenatovati	akcenatovati	verb		расставить ударения; акцентировать
akcenatovati	акценатовати	verb		расставить ударения; акцентировать
akcent	акцент	noun		лингв. акцент (аналог. русск. акцент [1])
akcent	akcent	noun		ударение, акцент
akcentovanje	акцентовање	noun		акцентирование, акцентировка
akcentovanje	akcentovanje	noun		акцентирование, акцентировка
akcept	акцепт	noun		фин. акцепт
akcija	акција	noun		акция, действие, мероприятие; акция (ценная бумага)
akcija	akcija	noun		акция, действие, мероприятие; акция (ценная бумага)
akcionar	akcionar	noun		акционер
akcionar	акционар	noun		акционер
akcionarski	акционарски	adj		акционерный
akcionarski	akcionarski	adj		акционерный
akciza	akciza	adj		деятельность; действие
akciza	акциза	adj		акциз
aker	акер	noun		акр
Akifović	Акифовић	noun		сербская фамилия
aklamacija	акламација	noun		единодушное одобрение
aklamacija	aklamacija	noun		единодушное одобрение
aklimatizacija	аклиматизација	noun		акклиматизация
ako	ako	conj		если, хотя
ako	ако	conj		если; хотя
akontacija	аконтација	noun		задаток, аванс
akontacija	akontacija	noun		задаток, аванс
akord	akord	noun		аккорд; аккордная работа
akord	акорд	noun		аккорд; аккордная работа, сдельщина
akov	аков	noun		ведро, около 50 литров
akov	akov	noun		ведро, около 50 литров
akreditiv	акредитив	noun		фин. аккредитив
akrep	акреп	noun		сленг некрасивый человек
akrep	akrep	noun		сленг некрасивый человек
akrichin	akrichin	noun		фарм. акрихин; мепакрин
akrobat	akrobat	noun		акробат
akrobat	акробат	noun		акробат (аналогично русскому слову)
akrobata	akrobata	noun		акробат
akrobatski	akrobatski	adj		акробатический
akrobatski	акробатски	adj		акробатический
Aksentije	Aksentije	noun		Аксентий, Авксентий
Aksentije	Аксентије	noun		Аксентий, Авксентий
Aksentijević	Аксентијевић	noun		сербская фамилия
Aksentić	Аксентић	noun		сербская фамилия
aksioma	аксиома	noun		аксиома (аналогично русскому слову)
aksioma	aksioma	noun		аксиома
Aksić	Аксић	noun		сербская фамилия
Aksović	Аксовић	noun		сербская фамилия
akt	акт	noun		акт, протокол; акт, действие
akt	akt	noun		акт; изображение обнажённого человека
akter	актер	noun		действующее лицо; участник, фигурант
akter	akter	noun		[[]]
akterski	актерски	adj		актёрский
aktinijum	актинијум	noun		хим. актиний
aktinometar	актинометар	noun		спец. актинометр
aktinometrija	актинометрија	noun		спец. актинометрия
aktiva	aktiva	noun		актив
aktiva	актива	noun		актив
aktivacija	активација	noun		активация
aktivan	активан	adj		активный; действительный
aktivan	aktivan	adj		активный; действительный
aktivni ugalj	активни угаљ	phrase		хим. активированный уголь
aktivnost	активност	noun		активность
aktivnost	aktivnost	noun		активность
aktivácija	aktivácija	noun		активация
aktuelan	актуелан	adj		актуальный
aktuelan	aktuelan	adj		актуальный
akumulacija	akumulacija	noun		аккумуляция
akumulacija	акумулација	noun		аккумуляция
akumulator	акумулатор	noun		аккумулятор
akumulator	akumulator	noun		аккумулятор
akumulatorski	акумулаторски	adj		аккумуляторный
akumulatorski	akumulatorski	adj		аккумуляторный
akumulirati	акумулирати	verb		аккумулировать, накапливать
akumulirati	akumulirati	verb		аккумулировать, накапливать
akupunktura	акупунктура	noun		мед. иглоукалывание, акупунктура
akustika	akustika	noun		акустика
akustika	акустика	noun		акустика (аналогично русскому слову)
akustičan	акустичан	adj		акустический
akustičan	akustičan	adj		акустический
akutan	akutan	adj		острый; кризисный
akutan	акутан	adj		острый; кризисный
akuzativ	akuzativ	noun		винительный падеж
akuzativ	акузатив	noun		винительный падеж
akvamarin	аквамарин	noun		минер. аквамарин (аналогично русскому слову)
akvapark	аквапарк	noun		аквапарк
akvarel	акварел	noun		акварель
akvarel	akvarel	noun		акварель
akvedukt	акведукт	noun		акведук
Akšam	Акшам	noun		сербская фамилия
ala	ala	intj		ах, ах как
ala	ала	intj		ах, ах как
ala	ala	noun		дракон; змей
ala	ала	noun		дракон; змей
alabaster	алабастер	noun		алебастр
alabaster	alabaster	noun		алебастр
alal	alal	noun		благословение
alal	алал	noun		благословение
alaliti	алалити	verb		подарить; жалеть
alaliti	alaliti	verb		подарить; жалеть
alamun	аламун	noun		бездельник; безалаберный человек
alamun	alamun	noun		бездельник; безалаберный человек
alan	алан	noun		истор. алан (аналогично русскому слову)
Alanović	Алановић	noun		сербская фамилия
alapača	алапача	noun		болтунья
alapača	alapača	noun		болтунья
alarm	alarm	noun		тревога
alarm	аларм	noun		тревога
alarmantan	алармантан	adj		тревожный
alarmantan	alarmantan	adj		тревожный
alarmirajući	алармирајући	adj		тревожный
alarmirajući	alarmirajući	adj		тревожный
alarmirati	alarmirati	verb		поднять тревогу, встревожить
alarmirati	алармирати	verb		поднять тревогу, встревожить
alas	alas	noun		рыбак
alas	алас	noun		рыбак
