lat	cyr	pos	ekav	gloss
milosrdan				милосердный
milovati				ласкать
mimika				мимика
mimikrija				мимикрия
minaret				минарет
minarhizam				минархизм
mineral				минерал
mineralogija				минералогия
minesota				миннесота
minhen				мюнхен
minijatura				миниатюра
minimalan				минимальный
minimum				минимум
ministarstvo				министерство
minobacač				миномёт
minsk				минск
minut				минута
minđuša				серьга
miocen				миоцен
mioglobin				миоглобин
miologija				миология
mion				мюон
miotonija				миотония
miotoničan				миотонический
mir				мир
miraž				мираж
miris				духи
mirisan				медвяный
mirisati				нюхать
mironosica				мироносица
miropomazanje				миропомазание
mirotočac				мироточец
mirođija				укроп
mirta				мирт
misionar				миссионер
misionarski				миссионерский
misisipi				миссисипи
misliti				думать
misticizam				мистицизм
mistik				мистик
mistika				мистика
mistično				мистически
mistral				мистраль
misuri				миссури
mit				миф
mitišći				мытищи
mito				взятка
mitohondrija				митохондрия
mitološki				мифологический
mitraizam				митраизм
mitraljez				пулемёт
mitski				мифический
mizandrija				мизандрия
mizantrop				мизантроп
mizantropija				мизантропия
mizoginija				мизогиния
mičigen				мичиган
mičurinsk				мичуринск
miš				мышь
mišica				мускул
mišić				мускул
mišićni				мышечный
mišljenje				мнение
mjanma				мьянма
mjesec				луна, месяц
mjesto				место
mjuzikl				мюзикл
mlad				молодой
mladež				молодёжь
mladić				юноша
mladićstvo				подросток
mladost				молодость
mladoženja				жених
mlečan				молочный
mlečika				молочай
mlijeko				молоко
mlin				мельница
mlinar				мельник
mlitavac				слюнтяй
mljekar				молочник
mnemonika				мнемоника
mnemotehnika				мнемотехника
mnogoboštvo				политеизм
mnogougao				многоугольник
množiti				умножать
mobilisati				мобилизовать
moda				мода
modalnost				модальность
model				модель
modelar				модельер
modelarstvo				моделизм
modelirati				моделировать
modelovati				моделировать
moderan				модный
modernistički				модернистский
modernizacija				модернизация
modernizam				модернизм
modernizovati				модернизировать
modifikacija				модификация
modifikovati				модифицировать
modnica				модница
modul				модуль
modulacija				модуляция
modularan				модульный
mogiljov				могилёв
moher				мохер
mohikanac				могиканин
moj				мой
mokar				мокрый
mokasina				мокасин
mokrota				мокрость
mol				минор
molba				мольба, просьба, прошение
moldavac				молдаванин
moldavija				молдавия, молдова
moldavka				молдаванка
moldavski				молдавский
molekul				молекула
molekulski				молекулярный
molibden				молибден
moliti				просить
molitva				молитва
moljac				моль
momak				юноша
momenat				момент
momentalan				моментальный
monah				монах
monahinja				монахиня
monarhija				монархия
monarhizam				монархизм
monaški				монашеский
monaštvo				монашество
moneta				монета
monetarizam				монетаризм
monetizacija				монетизация
monetizirati				монетизировать
mongolski				монгольский
monizam				монизм
monogamija				моногамия
monogram				монограмма
monohromatski				монохроматический
monoid				моноид
monokl				монокль
monolog				монолог
monometrizam				монометаллизм
monopolistički				монополистический
monopsonija				монопсония
monoteistički				монотеистический
monoteizam				монотеизм
montana				монтана
montaža				монтаж
moral				мораль
morati				должен
morbili				корь
mordent				мордент
mordor				мордор
mordovija				мордовия
more				море
morena				морена
moreplovac				мореплаватель
morfema				морфема
morfinizam				морфинизм
morfološki				морфологический
morganatski				морганатический
moribundan				умирающий
mormonizam				мормонство
morski				морской
moruna				белуга
morž				морж
moskovijum				московий
moskovski				московский
moskva				москва
most				мост
motanje				наматывание, свёртывание
motati				мотать
motika				мотыга
motiv				мотив
motivacija				мотивация
motivisanje				мотивация, мотивирование
motivisati				мотивировать
motor				двигатель, мотор
motorizovati				моторизовать
mozaik				мозаика
mozambik				мозамбик
moći				мочь
močvara				болото
mošeja				мечеть
mošenstvo				мошенничество
mošnice				мошонка
mošnja				мошонка
možajsk				можайск
moždina				мозг
može				можно
mrak				мрак, тьма
mrav				муравей
mravinjak				муравейник
mravojed				муравьед
mraz				иней
mračnjaštvo				мракобесие
mrmot				сурок
mrtav				мёртвый
mrtvac				покойник
mrtvačnica				морг
mrzeti				ненавидеть
mršav				худой
mršaviti				худеть
mržnja				ненависть
mucavac				мямля
mudar				мудрый
mudro				мудро
muka				тошнота
mukanje				мычание
mukati				мычать
mula				мулла
mulj				ил
multietnički				мультиэтнический
multivibrator				мультивибратор
munar				минарет
munara				минарет
mundir				мундир
mundur				мундир
munjevit				молниеносный
murmansk				мурманск
murva				тут, тута
musketar				мушкетёр
musliman				мусульманин
muson				муссон
musti				доить
mutacija				мутация
mutant				мутант
mutivoda				жулик
muva				муха
muzeologija				музеология
muzika				музыка
muzikalen				музыкальный
muzičar				музыкант
muzički				музыкальный
mučenik				мученик
mučenički				мученический
mučeništvo				мученичество
mučiti				истязать, пытать
mučnina				тошнота
muškarac				мужчина
mušterija				заказчик
muštrovati				муштровать
muž				муж
mužestvo				мужество
mužjak				самец
na				на
nabavka				заготовление
nabavljati				приобретать
nacija				национальность, нация
nacionalistički				националистический
nacionalizacija				национализация
nacionalni				национальный
nacionalnost				национальность
nacionalsocijalist				национал-социалист
nacionalsocijalizam				национал-социализм
nacizam				нацизм
nacrtati				зарисовывать
nada				надежда
nadahnuće				наитие
nadbiskup				архиепископ
nadimak				прозвище
nadja				надежда
nadležnost				юрисдикция
nadmenost				надменность
nadmudriti				обхитрить
nadoknada				вознаграждение
nadoknaditi				компенсировать
nadoknađivati				возмещать
nadolje				вниз
nadražiti				раздражать
nadrealizam				сюрреализм
nadri-				псевдо-
nadvojvoda				эрцгерцог
nadvojvotkinja				эрцгерцогиня
nadžd				неджд
nafta				нефть
naftogazohemija				нефтегазохимия
naftohinon				нафтохинон
naftoprerađivački				нефтеперерабатывающий
naftovod				нефтепровод
nag				голый
nagao				нервный
nagasaki				нагасаки
naglašavanje				подчёркивание
naglost				вспыльчивость
nagovaranje				подстрекательство
nagrada				вознаграждение
nagrađivanje				вознаграждение
nahod				найдёныш
nahodka				находка
nahodnik				найдёныш
nahotkinja				найдёныш
nahoče				найдёныш
nailaziti				находить
naivnost				наивность, простодушие
naizust				наизусть
najlon				нейлон
nakovanj				наковальня
nalazak				находка
nalaziti				видеть
nalčik				нальчик
namaz				намаз
namibija				намибия
namibijac				намибиец
namibijski				намибийский
namijera				намерение
namjera				замысел, намерение
namještaj				мебель
namotavanje				наматывание
nana				мята
nandu				нанду
naniže				вниз
nanomaterijal				наноматериал
nanomedicina				наномедицина
nanorobot				наноробот
nanosekund				наносекунда
nanotehnologija				нанотехнология
nanočestica				наночастица
naokolo				вокруг
naočale				очки
naočare				очки
napadati				атаковать
napalm				напалм
napamet				наизусть
napet				нервный
napis				надпись
napitak				напиток
napjev				припев
naprasit				гневливый
naprasitost				вспыльчивость, гневливость
napred				вперёд
naprednjak				прогрессист
napregnutost				напряжённость
naproksen				напроксен
naprslina				трещина
naprstak				напёрсток
naprtnjača				рюкзак
napulj				неаполь
narandžasta				оранжевый
narančasta				оранжевый
narcisizam				нарциссизм
narcizam				нарциссизм
naredba				приказ
narednik				сержант
naređivati				повелевать, приказывать, распоряжаться
narkolepsija				нарколепсия
narkomanija				наркомания
narkotički				наркотический
narod				народ, национальность
narodan				народный
narukvica				браслет
naručilac				заказчик
narva				нарва
narval				единорог, нарвал
nasilje				насилие
naslediti				наследовать
nasljeđe				наследие
nastava				преподавание
nastavak				окончание
nastavnica				учительница
nastavnik				учитель
natanailo				нафанаил
nativizam				нативизм
nato				нато
natovariti				обременить
natprirodan				сверхъестественный
natrijum				натрий
natrpati				загромоздить
naturalist				естествоиспытатель
naturalizacija				натурализация
naturalizam				натурализм
naturalnost				натуральность
naturizam				натуризм
nauka				наука
nauru				науру
nausnice				усы
nautilus				наутилус
nauzea				тошнота
naučnik				учёный
naušnica				серьга
navaljni				навальный
navika				привычка
naviknutost				привычка
navoj				резьба
navrndeda				прапрапрадед
navrtka				гайка
naypyidaw				нейпьидо
naziv				деноминация, наименование
nazivanje				наименование
nazivati				именовать
način				способ
naš				наш
naškoditi				навредить
ndr				гдр
ne				не, нет
neaktivan				бездеятельный
neaktivnost				бездеятельность
neandertalac				неандерталец
neandertalski				неандертальский
nebo				небо
neboder				небоскрёб
nebraska				небраска
nedelja				неделя
nedeljni				еженедельный
nedemokratičnost				недемократичность
nedisciplinovan				недисциплинированный
nedisciplinovanost				недисциплинированность
nedjelja				воскресенье
nedjelovanje				бездействие
nedobronamernik				недоброжелатель
nedokazan				бездоказательный
nedokazanost				бездоказательность
nedokaznost				бездоказательность
nedopustiv				грубый
nedopuštanje				недопущение
nedosežan				недостижимый
nedostatak				дефицит
nedostižan				недостижимый
nedovoljno				недостаточно
nedvosmislen				недвусмысленный, однозначный
nedvosmislenost				недвусмысленность
neefikasnost				безрезультатность
neekonomičan				неэкономичный
neetički				неэтичный
nefrit				нефрит
nefrologija				нефрология
neftekamsk				нефтекамск
negativizam				негативизм
negde				где-то
negiranje				отрицание
nego				а, чем
negostoljubiv				нерадушный
negovati				нянчить, няньчить
nehigijenski				антигигиенический
neiskren				неискренний
neiskrenost				неискренность
neisplativ				безвыгодный, невыгодный
neiverodostojnost				недостоверность
neizbežan				неизбежный
neizražajan				невыразительный
neizvodljivost				невыполнимость
nejednakost				неравенство
nejednoznačan				двусмысленный, неоднозначный
nejestiv				несъедобный
nekad				когда-то
nekakav				какой-нибудь
nekanoničan				неканоничный
neko				кто-то
nekoliko				несколько
nekrofilija				некрофилия
nekrolog				некролог
nekropola				некрополь
nekropsija				аутопсия, некропсия
nekroza				некроз
nekton				нектон
nekulturan				бескультурный
nelagoda				недомогание
nelagodnost				дискомфорт, неловкость, неудобство
nelegalan				нелегальный
nelej				нелей
neljubazan				неприветливый
nelogičan				абсурдный, нелогичный
nelojalan				нелояльный
nelojalnost				нелояльность
nematerijalan				идеальный
nemija				неемия
nemiješanje				нейтралитет
nemilosrdan				беспощадный, бесчувственный
nemilosrdnost				беспощадность
neminovan				неизбежный
nemogućnost				невозможность
nemoralan				безнравственный
nemoć				дряхлость, недуг
nena				бабушка
nenadmašan				непревзойдённый
nenaučnost				ненаучность
nenormalnost				ненормальность
neobičnost				необыкновенность, необычайность
neobrazovanost				необразованность
neobrađen				грубый
neodgovoran				безответственный
neodložno				безотлагательно, незамедлительно
neodobravanje				неудовольствие
neofašist				неофашист
neofašista				неофашист
neofašistički				неофашистский
neofašizam				неофашизм
neoklasicizam				неоклассицизм
neokolonijalizam				неоколониализм
neokonzervativizam				неоконсерватизм
neoliberalizam				неолиберализм
neologizam				неологизм
neoludizam				неолуддизм
neon				неон
neonacist				неонацист
neorganizovanost				неорганизованность
neosjetljiv				бесчувственный
neosnovan				голословный
neosnovanost				несостоятельность
neosporivost				неоспоримость
neostvarivost				невыполнимость
neostvarljiv				неосуществимый
neostvarljivost				неосуществимость
neotesan				грубый
neovisan				независимый
neovisnost				независимость
neočekivan				неожиданный
nepismenost				безграмотность
neplatežosposobnost				неплатёжеспособность, несостоятельность
neplatežosposolvnost				неплатёжеспособность
neplodan				бесплодный, неплодородный
nepodnošljiv				нестерпимый
nepodražljiv				неподражаемый
nepodudarnost				несоответствие
nepojmljiv				непостижимый
nepokornost				непослушание
nepokretnost				недвижимость, неподвижность
neponovljiv				неподражаемый
nepopustljiv				несговорчивый, неуступчивый
nepopustljivost				неуступчивость
neporecivost				неоспоримость
neposlušnost				непослушание
nepotizam				непотизм
nepotpun				неполноценный
nepotreban				ненужный
nepouzdanost				недостоверность
nepovoljan				неблагоприятный
nepoznatost				неизвестность
nepoštenje				непорядочность
nepošteno				нечестно
nepoštovanje				неуважение
nepravda				несправедливость
nepravilan				противоправный
nepravilno				неправильно
nepravomeran				неправомерный
neprekidan				беспрерывный
nepretenciozan				непритязательный
nepretencioznost				непритязательность
neprevaziđen				непревзойдённый
neprihvatljiv				неприемлемый
neprijatan				неприветливый
neprijatelj				враг, недоброжелатель, противник
neprijateljski				вражеский
neprijateljstvo				враждебность, недружественность
neprijemljiv				неприемлемый
neprikladan				неудобный, неуместный
nepriličan				неприличный
nepristojan				невежливый, неприличный
nepristrasnost				объективность
neprofitabilan				невыгодный
nepromenljivost				неизменность
nepromeran				непомерный
nepromišljen				неразумный
neprotivrječan				непротиворечивый
neptun				нептун
nepun				неполный
nepunoljetstvo				несовершеннолетие
neravnomeran				неравномерный
nerazgovorljiv				немногословный, неразговорчивый
nerazuman				неразумный
nerazumijevanje				непонимание
nerazvijen				недоразвитый
nerc				норка
nered				беспорядок
nervirajući				нервный
nervirati				раздражать
nervni				нервный
nervozan				нервный, суетливый
nerđajući				нержавеющий
nesanica				бессонница
neshvatljiv				непостижимый
nesklad				несоответствие
nesličan				непохожий
nesolventnost				неплатёжеспособность
nesposobnost				неспособность
nespretan				нерасторопный
nespretnost				неловкость, неповоротливость
nesreća				неудача
nestabilnost				нестабильность
nestajati				исчезать
nestaško				баловень
nesvestica				обморок
nesvijestan				бессознательный
nesvjestica				беспамятство
netachnost				неправильность
netačnost				неправильность
neubedljivost				несостоятельность
neudoban				дискомфортный
neudobnost				неудобство
neukusan				безвкусный
neumestan				неудобный
neumiješanost				невмешательство
neumjestan				неуместный
neuobičajenost				необычность
neupadljiv				незначительный
neuporediv				бесподобный, несравненный
neurastenija				неврастения
neuračunljivost				невменяемость
neuro-psihologija				нейропсихология
neurobiologija				нейробиология
neurofiziologija				нейрофизиология
neurofiziološki				нейрофизиологический
neurohemija				нейрохимия
neurologija				неврология
neurološki				неврологический
neuromediator				нейромедиатор
neuromedijator				нейромедиатор
neuropatija				невропатия
neuropsihijatrija				нейропсихиатрия
neurotičan				нервный
neurotransmiter				нейромедиатор
neuspjeh				неудача
neuspješan				безуспешный
neustrašiv				бесстрашный
neustrašivost				бесстрашие
neutralizacija				нейтрализация
neutralnost				нейтралитет
neutrino				нейтрино
neutron				нейтрон
neučestvovanje				абсентеизм
neučtiv				невежливый
nevada				невада
nevaljalac				злодей, хулиган
neven				календула
nevidljiv				невидимый
nevidljivost				невидимость
nevjerica				неверие
nevjerodostojnost				недостоверность
nevjerovanje				неверие
nezaboravak				незабудка
nezadovoljan				неудовлетворённый
nezadovoljavajući				неудовлетворительный
nezadovoljstvo				неудовлетворённость, неудовольствие
nezahvalan				неблагодарный
nezahvalnost				неблагодарность
nezakonit				незаконный, неправомерный, противозаконный
nezaposlenost				безработица
nezavisan				независимый
nezavisno				независимо
nezavisnost				независимость
nezgoda				неудобство
nezgodan				неудобный
nezgrapan				грузный, тяжеловесный
nezgrapnost				неловкость, неповоротливость
neznaboštvo				политеизм
neznanje				невежественность, неизвестность
neznatan				незначительный
neznačajan				незначительный
neznačajnost				ничтожность
nećelijski				неклеточный
nečasnost				непорядочность
nečinjenje				бездействие
nečist				грязный
nečovječan				бесчеловечный
nešto				сколько-нибудь, что-то
ni				ни, ню
niger				нигер
nigerijac				нигериец
nigerijski				нигерийский
nijansa				нюанс
nikad				никогда
nikada				никогда
nikal				никель
nikeja				никея
niko				никто
nikotin				никотин
nimfa				нимфа
niobij				ниобий
niobijum				ниобий
nirtingen				нюртинген
nit				нить
nitko				никто
nitkov				злодей, негодяй
nitrat				нитрат
nitrid				нитрид
nitril				нитрил
nitrit				нитрит
nitroceluloza				нитроцеллюлоза
nitroglicerin				нитроглицерин
niz				вереница, вниз
nizak				низкий
nizanje				нанизывание
nizozemac				нидерландец
nizozemski				нидерландский
nićeping				нючёпинг
ničeanski				ницшеанский
ništa				ничто
nižnjekamsk				нижнекамск
nižnjevartovsk				нижневартовск
njegov				его
njemačka				германия
njen				её
njihov				их
njuh				обоняние
njujork				нью-йорк
no				а
noga				нога
nogajci				ногаец
nogometaš				футболист
nokat				ноготь
nokaut				нокаут
nokturno				ноктюрн
nominalizam				номинализм
nonakord				нонаккорд
nonijus				нониус
noriljsk				норильск
norma				норма
normala				перпендикуляр
normalan				перпендикулярный
normativan				нормативный
norovirus				норовирус
norveška				норвегия
norveški				норвежский
norvežanin				норвежец
norvežanka				норвежка
nositi				носить
nosnica				ноздря
nosorog				носорог
nostalgija				ностальгия
nostalgičan				ностальгический
notar				нотариус
notifikovati				уведомлять
notingem				ноттингем
notosaurus				нотозавр
nov				новый
novac				деньги
novatorski				новаторский
novatorstvo				новаторство
novembar				ноябрь
novembarski				ноябрьский
novina				новшество
novinar				журналист
novinarka				журналистка
novine				газета
novokuznjeck				новокузнецк
novorosijsk				новороссийск
novorođenče				младенец
novosibirsk				новосибирск
novost				новость
novota				новшество
novotvorenica				неологизм
novotvorija				нововведение
novočerkask				новочеркасск
novruz				навруз, новруз
novčani				материальный
novčanica				банкнота, купюра
novčić				монета
nozdra				ноздря
nozdrva				ноздря
noć				ночь
noću				ночью
nošnja				одежда
nož				нож
nožnica				ножны
nubija				нубия
nudizam				нудизм
nuga				нуга
nukleofilan				нуклеофильный
nukleosinteza				нуклеосинтез
nukleotid				нуклеотид
numera				номер
numerički				числовой
numizmatika				нумизматика
numizmatičar				нумизмат
numizmatički				нумизматический
nunčake				нунчаки, нунчаку
nutacija				нутация
nutrija				нутрия
o				а, о
oaza				оазис
ob				обь
obala				берег
obao				круглый
obaveštajan				справочный
obaveštavati				предупреждать, уведомлять
obaveštenje				авизо
obavještavati				информировать, осведомлять
obažavalac				поклонник
obdanište				ясли-сад
obdukcija				аутопсия
obelisk				обелиск
obesčastiti				обесчестить, опозорить, опорочить
obezglavaljenje				обезглавливание
obezglavljenje				обезглавливание
obećanje				обещание
obhod				торговля
obilazak				обращение
obilje				богатство
obim				периметр
obitelj				семья
običaj				обычай
običan				незначительный, обычный
običnost				обычность
objavljivanje				промульгация
objašnjavati				объяснять
objedinjavanje				объединение
objektiv				объектив
objektivan				объективный
objektivizam				объективизм
objektivnost				объективизм, объективность
oblak				облако
oblakoder				небоскрёб
oblačan				облачный
oblačnost				облачность
obmanjivati				обманывать
obmanjujući				обманчивый
obmanuti				обмануть
oboa				гобой
obogaćivati				концентрировать
oboljenje				заболевание
obožavalac				поклонник
obožavanje				культ
obradovati				обрадовать
obratiti				обращаться
obratnica				тропик
obraz				щека
obrazovanje				учение
obraćanje				обращение
obris				абрис
obrtnik				ремесленник
obruč				обруч
obrva				бровь
obsidijan				обсидиан
obskurantizam				мракобесие, обскурантизм
obuzdati				укротить
obuća				обувь
obućar				башмачник, сапожник
obveznica				облигация
oceanarijum				океанарий
ocrniti				опорочить
ocrnjivati				хаять
od				от
odabirati				выбирать
odaja				комната
odakle				откуда, откудова
odaliska				одалиска
odande				оттуда
odatle				оттуда
odavde				отсюда
odavno				давно
odbijanje				отражение
odbojka				волейбол
odbojkaš				волейболист
odbor				комитет
odesa				одесса
odgovarati				отвечать
odgovor				ответ
odin				один
odincovo				одинцово
odintsovo				одинцово
odiozan				одиозный
odjek				эхо
odjekivati				оглашаться
odjeća				одежда
odlaziti				уходить
odmah				незамедлительно, немедленно
odmazda				месть
odnositi				обращаться
odnost				преданность
odobravanje				омологация
odojče				младенец
odoljen				валериана, валерьяна
odraz				отражение
odrediti				фиксировать
odreći				дезавуировать
odrečan				отрицательный
odronjavanje				абразия
odsustvo				отсутствие
odugovlačiti				медлить
oduzimanje				вычитание
oduševljen				восторженный
odvažnost				отвага
odveć				слишком
odvijač				отвёртка
odvratan				одиозный
odvrtač				отвёртка
odžačar				трубочист
oebs				обсе
oficir				офицер
ofsajd				офсайд
oftalmolog				офтальмолог
oftalmologija				офтальмология
oganj				огонь
oglašivač				рекламодатель
ogledalo				зеркало
oglobiti				оштрафовать
ograda				забор
ogrlica				бусы, колье
ogrozd				крыжовник
ohajo				огайо
ohlokratija				охлократия
oholost				высокомерие
okaljati				запятнать
okan				окунь
okazionalista				окказионалист
okean				океан
okeanija				океания
okeanologija				океанология
oklagija				скалка
oklahoma				оклахома
oklevetati				опорочить
oklijevati				медлить
oklopnik				броненосец
oklopnjača				броненосец
okno				окно
oko				глаз
okolina				окрестность
okolišan				косвенный
okolnost				обстоятельство
okončanje				окончание
okončavati				оканчивать
okp				окр
okrenuti				обращаться
okret				вращение
okretati				обращаться
okrugao				круглый
okrutnost				жестокость
okruženje				окрестность
oksford				оксфорд
oksimoron				оксиморон
oksitocin				окситоцин
oktaedar				октаэдр
oktava				октава
oktobar				октябрь
oktobarski				октябрьский
oktopod				осьминог
okular				окуляр
okulista				офтальмолог
okultan				оккультный
okultizam				оккультизм
okupacija				оккупация
okupator				оккупант
okupirati				оккупировать
okupljati				концентрировать, сосредоточивать
oleander				олеандр
olenčenko				оленченко
oligarh				олигарх
oligarhija				олигархия
oligofrenija				олигофрения
oligomenoreja				олигоменорея
oligomer				олигомер
oligopolija				олигополия
oligopsonija				олигопсония
olimpijski				олимпийский
olivin				оливин
oljokminsk				олёкминск
olovka				карандаш
olovo				свинец
oltar				алтарь
oluja				гроза
oman				оман
omesti				воспрепятствовать
ometanje				воспрепятствование, препятствование
omladina				молодёжь, подросток
omsk				омск
on				он
ona				она, они
onaj				тот
onako				так
onamo				туда
onanisati				мастурбировать, онанировать
onanist				онанист
onanizam				онанизм
onda				тогда
onde				там
one				они
onesvešćen				бессознательный
oni				они
oniks				оникс
oninisati				мастурбировать, онанировать
onkologija				онкология
ono				оно
onomatopeja				ономатопея
onomatopejski				ономатопеический
ontologija				онтология
ontološki				онтологический
oologija				оология
opadanje				уменьшение
opalescencija				опалесценция
opanak				поршень
opanci				поршень
opat				аббат
opatica				аббатиса
opatija				аббатство
opeka				кирпич
opereta				оперетта
operski				оперный
opet				снова
opetovanje				повторение
ophod				обращение
ophođenje				обращение
opijum				опиум
opip				осязание
opominjati				предостерегать
oponent				оппонент
oponirati				оппонировать
oporezivanje				налогообложение
oportunista				оппортунист
oportunistički				оппортунистический
oportunizam				оппортунизм
oporuka				завещание
oposum				опоссум
opozicija				оппозиция
opozicijski				оппозиционный
opozicioni				оппозиционный
opozvati				дезавуировать
opravka				ремонт
opruga				пружина
opservatorija				обсерватория
opsesija				мания
opsidijan				обсидиан
opteretiti				обременить, перегрузить
opticaj				обращение
optimalan				оптимальный
optimist				оптимист
optimističan				оптимистический
optimizam				оптимизм
optički				оптический
orah				орех
orakul				оракул
orangutan				орангутан
oranžerija				оранжерея
orao				орёл
orar				орарь
orati				пахать
oratorijum				оратория
orbita				орбита
ordovicijum				ордовик
oregon				орегон
oreljef				горельеф
orenburg				оренбург
organizacija				организация
organizam				организм
orgazam				оргазм
orgija				оргия
orhideja				орхидея
orijentalistika				востоковедение
orjol				орёл
orkestar				оркестр
orman				шкаф
ornitolog				орнитолог
ornitologija				орнитология
ornitološki				орнитологический
orofarinks				ротоглотка
oronim				ороним
oronulost				дряхлость, обветшалость
orsk				орск
ortodoksan				ортодоксальный
ortodoksnost				ортодоксальность
ortoepija				орфоэпия
ortoepski				орфоэпический
ortografija				орфография, правописание
ortografski				орфографический
ortoped				ортопед, ортопедист
ortopedija				ортопедия
ortopedski				ортопедический
ortoperjodat				ортопериодат
oružje				оружие
os				ось
osa				оса
osam				восемь
osamdeset				восемьдесят
osamdeseti				восьмидесятый
osamnaest				восемнадцать, восьмнадцать, осьмнадцать
osamnaesti				восемнадцатый
osamnaestougao				восемнадцатиугольник
osamsto				восемьсот
oscilogram				осциллограмма
osciloskop				осциллограф
osetinski				осетинский
osigurač				предохранитель
osija				осия
osjetljivost				чувствительность
osjećaj				ощущение
oskrnaviti				обесчестить
oskrvaviti				обесчестить
oslo				осло
osmanlijski				оттоманский
osmanski				оттоманский
osmi				восьмой
osmij				осмий
osmijeh				улыбка
osmijum				осмий
osmougao				восьмиугольник
osmoza				осмос
osnivač				основатель
osnovni				основной
osobenjaštvo				чудинка
osovina				ось
ospice				корь
osramotiti				запятнать, обесчестить, опозорить, опорочить
ostavljati				оставлять
osteoklast				остеокласт
ostrag				позади
ostrvljanin				островитянин
ostrvlje				архипелаг
ostrvo				остров
ostvarenje				реализация
ostvarljivost				осуществимость
osuda				осуждение
osuđivanje				осуждение
osvajanje				завоевание
osveta				месть
osvetnik				мститель
osvetoljubiv				мстительный
osvijetliti				иллюминировать
otac				отец
otadžbina				отечество
otelotvoruje				сосредоточивать
otežati				отяжелить
otežavati				усложнять
otkačenost				чудинка
otkriven				откровенный
otkud				откуда, откудова
otkuda				откуда, откудова
otomanski				оттоманский
otpor				противодействие
otpornik				резистор
otpuštati				увольнять
otrov				яд
otrovati				отравить
otvarati				открывать
otvor				отверстие
otvoren				откровенный
otvorenost				откровенность
ovacija				овация
ovaj				этот
ovakav				такой
ovako				так
oval				овал
ovalan				овальный
ovamo				сюда
ovan				баран
ovca				овца
ovdje				здесь
overnja				овернь
ovo				это
ovoskop				овоскоп
ovulacija				овуляция
očaravajući				обворожительный
očekivanje				ожидание
očevidac				очевидец
očigledan				откровенный
očinstvo				отцовство
očnjak				клык
očuh				отчим
oštar				острый
oštric				остриё
oštrica				остриё
oštrougli				остроугольный
ožiljak				шрам
pacifist				пацифист
pacifistica				пацифистка
pacifistički				пацифистский
pacifistkinja				пацифистка
pacifizam				пацифизм
pacijent				пациент
pacijentica				пациентка
pacijentkinja				пациентка
pacov				крыса
padati				падать
padobran				парашют
padobranski				парашютный
paganin				язычник
paganizam				язычество
paganstvo				язычество
pagoda				пагода
pajac				паяц
pajser				гвоздодёр
pakao				ад, пекло
pakistan				пакистан
pakistanski				пакистанский
paladijum				палладий
palatalizacija				мягкость, палатализация
paleoantropologija				палеоантропология
paleoantropološki				палеоантропологический
paleobiologija				палеобиология
paleobotanika				палеоботаника
paleogeografija				палеогеография
paleograf				палеограф
paleografija				палеография
paleografski				палеографический
paleoklimatologija				палеоклиматология
paleolit				палеолит
paleolitski				палеолитический
paleontolog				палеонтолог
paleontologija				палеонтология
paleontološki				палеонтологический
paleozoik				палеозой
paleozojski				палеозойский
paleozoologija				палеозоология
palestinac				палестинец
palestinski				палестинский
paleta				палитра
pali				пали
palimpsest				палимпсест
palindrom				палиндром
palinodija				палинодия
paljenje				зажигание
palma				пальма
palmajra				пальмира
palmira				пальмира
pametovati				умничать
pamflet				памфлет
pamtiti				помнить
pamuk				хлопок
pamćenje				память
panagija				панагия
panamerikanizam				панамериканизм
panamski				панамский
panarabizam				панарабизм
panađur				ярмарка
pandemija				пандемия
pandemičan				пандемический
pangea				пангея
pangermanski				пангерманский
panika				паника
panislamizam				панисламизм
paničan				панический
paničarka				паникёрша
panoptikon				паноптикум
panoptikum				паноптикум
panslavista				панславист
panslavistički				панславистский
panslavizam				панславизм
pansloven				панславист
pantalone				штаны
panteizam				пантеизм
pantelejev				пантелеев
pantelejmon				пантелеймон
panteon				пантеон
pantljika				бант
pantomima				пантомима
papagaj				попугай
paperjast				пушистый
paperje				пух
papir				бумага
papirologija				папирология
paprat				папоротник
papski				папский
para				пар
parabola				парабола
paradajz				помидор, томат
paradigma				парадигма
paradoks				парадокс
paradoksalan				парадоксальный
parafazija				парафазия
parafin				парафин
paragvaj				парагвай
paragvajac				парагваец
paragvajski				парагвайский
paralaksa				параллакс
paralelan				параллельный
paralelepiped				параллелепипед
paralelipiped				параллелепипед
paralelnost				параллельность
paralelogram				параллелограмм
paralingvistika				паралингвистика
paralizovati				парализовать
parametar				параметр
paranoja				паранойя
paraplegija				параплегия
parapsiholog				парапсихолог
parapsihologija				парапсихология
parapsihološki				парапсихологический
parazit				паразит
parazitoid				паразитоид
parazitologija				паразитология
parazitski				паразитически, паразитический
pare				деньги
pareidolija				парейдолия
pareza				парез
parfem				духи
parfemski				парфюмерный
parfimerija				парфюмерия
pariz				париж
parižanka				парижанка
park				парк
parket				паркет
parlamentarizam				парламентаризм
parodija				пародия
parodista				пародист
parodičar				пародист
parohijanin				прихожанин
parola				пароль
paronim				пароним
parovod				паропровод
parsek				парсек
partenogenetičan				партеногенетический
partenogeneza				партеногенез
participacija				партиципация
partija				партия
partikularizam				партикуляризм
partitura				партитура
partizan				партизан
partner				компаньон
pas				собака
pasakalja				пассакалия
pasat				пассат
pasionalan				пассионарный
pasionaran				пассионарный
pasionarnost				пассионарность
pasivnost				бездействие, пассивность
