lat	cyr	pos	ekav	gloss
drvoobrada				деревообработка
drvoseča				лесоруб
drzničiti				дерзить, хамить
drška				эфес
držati				держать
država				государство, нация
državljanin				гражданин
državljanstvo				гражданство
dualizam				дуализм
dubina				глубина
dublon				дублон
dubok				глубокий, сокровенный
dud				тут, тута
dude				волынка
dudinka				дудинка
dug				далёкий, длинный
duga				радуга
dugme				пуговица
dunav				дунай
dunja				айва
duraluminijum				дюралюминий
durbin				бинокль
duvanski				табачный
dušanbe				душанбе
dužan				должен
dužd				дож
dva				два
dvadeset				двадцать
dvadesetougao				двадцатиугольник
dvanaest				двенадцать
dvanaestougao				двенадцатиугольник
dvesta				двести
dvodihalice				двоякодышащий
dvoglas				дифтонг
dvogled				бинокль
dvojan				двойственный
dvolik				двуликий
dvoličan				двуличный
dvoličnjak				двуличник, лицемер
dvorog				двурогий
dvosmislen				двусмысленный, неоднозначный
dvospratni				трёхэтажный
dvostih				двустишие
dvotaktan				двухтактный
dvotačka				двоеточие
dvovlašće				двоевластие
dzeržinsk				дзержинск
džabe				напрасно
džakarta				джакарта
džakuzi				джакузи
džamija				мечеть
džanarika				алыча
džandar				жандарм
džankoj				джанкой
džehenem				ад
džep				карман
džez				джаз
džibuti				джибути
džihad				джихад
džon				джон
džonka				джонка
džordžija				джорджия
džungla				джунгли
e				а
e-sportovi				киберспорт
ebonit				эбонит
edinburg				эдинбург
edom				едом, эдом
efedrin				эфедрин
efikasan				результативный
efikasnost				результативность
egiptologija				египтология
egocentrik				эгоцентрик
egocentrizam				эгоцентризм
egoističan				эгоистичный
egoističnost				эгоистичность
egotizam				эготизм
egregor				эгрегор
egzeligmos				экселигмос
egzibicionizam				эксгибиционизм
egzistencijalan				экзистенциальный
egzistencijalist				экзистенциалист
egzistencijalizam				экзистенциализм
egzobiologija				экзобиология
egzogamija				экзогамия
egzorcizam				экзорцизм
ehidnahedron				ехиднаэдр
eho				эхо
eholalija				эхолалия
eidetizam				эйдетизм
ejakulacija				эякуляция
ejakulat				эякулят
ekcem				экзема
eki				экю
eklekticizam				эклектизм
eklektik				эклектик
eklipsa				затмение
ekliptika				эклиптика
ekolog				эколог
ekologija				экология
ekološki				экологический
ekonomista				экономист
ekonomičnost				экономичность
ekosistem				экосистема
ekran				экран
ekscitacija				возбуждение
ekseligmos				экселигмос
ekser				гвоздь
eksikator				эксикатор
eksklava				эксклав
ekskomunicirati				отлучить
ekspanzija				экспансия
eksperiment				эксперимент
eksperimentalan				экспериментальный
ekspert				эксперт
eksplozija				взрыв
eksport				экспорт
ekspresionist				экспрессионист
ekspresionizam				экспрессионизм
ekspresivan				выразительный
ekspresivno				экспрессивно
ekstaza				экстаз
ekstrakt				экстракт
ekstrapolacija				экстраполяция
ekstrapoliranje				экстраполирование
ekstrapolirati				экстраполировать
ekstrasens				экстрасенс
ekstrasenzoran				экстрасенсорный
ekstravanje				экстраполирование, экстраполяция
ekstremista				экстремист
ekstremistički				экстремистский
ekstremizam				экстремизм
ekstrovanje				экстраполирование, экстраполяция
ekstrovati				экстраполировать
eksšampion				экс-чемпион
ektocista				эктоциста
ektopija				эктопия
ekumena				ойкумена
ekumenizam				экуменизм
ekumenski				экуменический
ekvator				экватор
ekvatorski				экваториальный
ekzobiologija				экзобиология
el				эль
elasticitet				эластичность
elastičan				эластичный
elbrus				эльбрус
elegancija				элегантность
elegantan				элегантный
elejac				элеат
elektrana				электростанция
elektricitet				электричество
električni				электрический
elektroda				электрод
elektrodinamički				электродинамический
elektrofiziologija				электрофизиология
elektrohemija				электрохимия
elektrohemijski				электрохимический
elektrolit				электролит
elektroliza				электролиз
elektroluminescencija				электролюминесценция
elektroluminiscencija				электролюминесценция
elektromagnetizam				электромагнетизм
elektromotor				электродвигатель
elektron				электрон
elektronac				электронщик
elektronegativan				электроотрицательный
elektronegativnost				электроотрицательность
elektronski				электронный
elektrosnabdevanje				электроснабжение
elektrostalj				электросталь
elektrostatika				электростатика
elektrostatički				электростатический
elipsa				эллипс
elista				элиста
emajl				эмаль
emajlirati				эмалировать
embargo				эмбарго
embolija				эмболия
embriolog				эмбриолог
embriologija				эмбриология
embrion				зародыш
emetik				рвотное
emfizem				эмфизема
emigracija				эмиграция
emigrant				эмигрант
emigrirati				эмигрировать
emir				эмир
emirat				эмират
emitent				эмитент
emitovati				передавать
empirijski				эмпирический
empiriokriticizam				эмпириокритицизм
empirizam				эмпиризм
emu				эму
encefalizacija				энцефализация
encijan				горечавка
enciklopedija				энциклопедия
enciklopedijski				энциклопедический
endorfin				эндорфин
endoskop				эндоскоп
endoskopija				эндоскопия
endšpil				окончание, эндшпиль
energetika				энергетика
energija				энергия
engels				энгельс
engleski				английский
englez				англичанин
enigmatičan				загадочный, энигматический
enkapsulacija				инкапсулирование
enkaustika				энкаустика
enkripcija				шифрование
enolog				энолог
enologija				энология
entalpija				энтальпия
enterijer				интерьер
enterokinaza				энтерокиназа
enteropeptidaza				энтеропептидаза
entomologija				энтомология
entropija				энтропия
entuzijazam				энтузиазм
enzim				фермент, энзим
eocen				эоцен
eparhija				диоцез
epenteza				эпентеза
epicentar				эпицентр
epicikloida				эпициклоида
epidemija				эпидемия
epidemiologija				эпидемиология
epidermis				эпидермис
epifora				эпифора
epigrafika				эпиграфика
epigrafski				эпиграфический
epigram				эпиграмма
epilepsija				эпилепсия
episkop				епископ
epistemologija				эпистемология
epitop				эпитоп
epizoda				эпизод
epizootija				эпизоотия
epopeja				эпопея
erato				эрато
erevan				ереван
ergativ				эргатив
ergodičan				эргодический, эргодичный
ergodičnost				эргодичность
ergofobija				эргофобия
ergonomija				эргономика
ergonomičan				эргономичный
eritrocit				эритроцит
eritrocitopoeza				эритропоэз
erizipel				рожа
erker				эркер
erohin				ерохин
erotika				эротика
erotizam				эротика
erotičan				эротичный
erozija				эрозия
erudita				эрудит
eshatologija				эсхатология
eskadra				эскадра
eskalator				эскалатор
esperanto				эсперанто
estetika				эстетика
estetski				эстетический
estonac				эстонец
estonija				эстония
estonski				эстонский
estrada				эстрада
estrogen				эстроген
estuar				эстуарий
esvatini				эсватини
etan				этан
etanol				этанол
etar				эфир
eteromanija				эфиромания
etilmorfin				дионин
etimološki				этимологический
etiologija				этиология
etiopljanin				эфиоп
etiopljanski				эфиопский
etiopski				эфиопский
etički				этический, этичный
etnogeneza				этногенез
etnografija				этнография
etnografski				этнографический
etnolingvistika				этнолингвистика
etnopsihologija				этнопсихология
etnoturizam				этнотуризм
etologija				этология
eufemizam				эвфемизм
euforija				эйфория
euforičan				эйфорический
eufrat				евфрат
eufuizam				эвфуизм
eukaliptus				эвкалипт
eukaliptusov				эвкалиптовый
eukariot				эукариот
euripid				еврипид
euritmija				эвритмия
europa				европа
europij				европий
europijum				европий
europljanin				европеец
europski				европейский
eutanazija				эвтаназия
eutektički				эвтектический
euterpa				эвтерпа
eutimija				эвтюмия
evangelizacija				евангелизация
evekcija				эвекция
everest				эверест
evgenija				евгения
evnuh				евнух
evo				вот
evolucija				эволюция
evolucionist				эволюционист
evolucionizam				эволюционизм
evroazija				евразия
evroazijski				евразийский
evrocentrizam				европоцентризм, евроцентризм
evropa				европа
evropski				европейский
ezoterija				эзотерика
ezoterika				эзотерика
fabrika				завод, фабрика
fabrikant				фабрикант
fagocit				фагоцит
fagot				фагот
fajans				фаянс
faktografija				фактография
faktorijel				факториал
falsifikovanje				фальсификация
familijarnost				панибратство, фамильярность
fanatizam				фанатизм, фанатичность
fanatičan				фанатический
fanatičnost				фанатичность
fantazirati				фантазировать
farad				фарад
faradizacija				фарадизация
faraon				фараон
faraonski				фараонский
farba				краска
farfor				порцелан
farmakodinamika				фармакодинамика
farmakofor				фармакофор
farmakognozija				фармакогнозия
farmakokinetika				фармакокинетика
farmakologija				фармакология
fasada				фасад
fascija				фасция
fascikla				каталог, скоросшиватель
fatalizam				фатализм
fatamorgana				мираж
favela				фавела
favoritizam				фаворитизм
faza				период, фаза
fazan				фазан
fašizam				фашизм
februar				февраль
federalan				федеральный
federalizam				федерализм
felacio				минет, фелляция
feldmaršal				фельдмаршал
felinolog				фелинолог
feluka				фелюга
feministkinja				феминистка
femtosekund				фемтосекунда
femtosekunda				фемтосекунда
feniks				феникс
fenobarbital				фенобарбитал
fenologija				фенология
fenomen				феномен
fenomenalno				феноменально
fenomenologija				феноменология
fenotip				фенотип
feodosija				феодосия
ferman				ферман, фирман
fermentacija				брожение, ферментация
fermij				фермий
fermijum				фермий
fermion				фермион
feroaluminijum				ферроалюминий
feromagnetizam				ферромагнетизм
feromangan				ферромарганец
fertilitet				фертильность
festival				фестиваль
festivalski				фестивальный
fetus				плод
feud				феод
feudalac				феодал
feudalizam				феодализм
fideista				фидеист
fideizam				фидеизм
figura				фигура
fikcija				вымысел
fiksirati				фиксировать
fikus				фикус
filantrop				филантроп
filatelija				филателия
filatelista				филателист
filc				войлок
filipika				филиппика
filipini				филиппины
filit				филлит
film				кинофильм
filmografija				фильмография
filodendron				филодендрон
filoksera				филлоксера
filolog				филолог
filologija				филология
filozofichnost				философичность
filozofija				философия
filozofičnost				философичность
filozofski				философичный
finalan				финальный
financijski				финансовый
financirati				финансировать
finansijski				финансовый
finansiranje				финансирование
finansirati				финансировать
fingerstajl				фингерстайл
finska				финляндия
firenca				флоренция
firentinac				флорентиец
firentinka				флорентийка, флорентинка
firentinski				флорентийский
firer				фюрер
firma				фирма
fitohemija				фитохимия
fizikalizam				физикализм
fiziolog				физиолог
fiziologija				физиология
fiziološki				физиологический
fizioterapeut				физиотерапевт
fizioterapija				физиотерапия
fizičar				физик
fjord				фьорд
flamingo				фламинго
flauta				флейта
flaša				бутылка
flebitis				флебит
flegmatik				флегматик
fleksija				окончание
flerovijum				флеровий
flert				флирт
flertovanje				флирт
floem				флоэма
florentinski				флорентийский
florida				флорида
florin				флорин
flota				флот
flotila				флотилия
fluor				фтор
fluorescencija				флуоресценция
fluorescentan				флюоресцентный
fluorovodonik				фтороводород
foaje				фойе
fobofobija				фобофобия
fokomelija				фокомелия
fokstrot				фокстрот
fokusirati				фокусировать
fomalhaut				фомальгаут
fonendoskop				фонендоскоп
fonetika				фонетика
fonologija				фонология
fonometar				фонометр
fonotaktika				фонотактика
forarlberg				форарльберг
forinta				форинт
formalan				формальный
formaldehid				формальдегид
formalizirati				формализовать
formalnost				формальность
forometar				форометр
forsitija				форзиция
forzicija				форзиция
fosfat				фосфат
fosfor				фосфор
fotelja				кресло
fotobiologija				фотобиология
fotoefekat				фотоэффект
fotograf				фотограф
fotografija				фотография
fotografisati				фотографировать
fotohemija				фотохимия
fotokopir-aparat				ксерокс
fotometar				фотометр
foton				фотон
fotoreporter				фоторепортёр
fotorobot				фоторобот
fotosfera				фотосфера
fotosinteza				фотосинтез
fototropizam				фототропизм
fovizam				фовизм
fragmentaran				фрагментарный
fragmentirati				фрагментировать
frakcija				фракция
franački				франкский
franciskanski				францисканский
francuska				франция
francuski				французский
francuz				француз
franjevac				францисканец
frankofoni				франкоязычный
frankonija				франкония
franšiziranje				франчайзинг
fraza				фраза
frazeologizam				фразеологизм
frekvencija				частота
frekvencmetar				частотомер
frenektomija				френэктомия
frenologija				френология
fridrihshafen				фридрихсхафен
frigidarijum				фригидарий
friter				фритюрница
fritusnica				фритюрница
frižider				холодильник
frke				суетливый
frojdenštat				фройденштадт
frojdizam				фрейдизм
frumentije				фрументий, фруменций
frutarijanstvo				фрукторианство
fudbal				футбол
fudbaler				футболист
fumigacija				фумигация
fundamentalizam				фундаментализм
funkcija				функция
funkcioner				функционер
funkcionirati				функционировать
funkcionisanje				жизнедеятельность
funkcionisati				функционировать
futuristički				футуристичный
futurologija				футурология
gabion				габион
gabon				габон
gadolinij				гадолиний
gadolinijum				гадолиний
gagat				гагат
gagauzija				гагаузия
gaj				роща
gajdaš				волынщик
gajde				волынка
gajica				гаевица
galaksija				галактика
galaktoza				галактоза
galeb				чайка
galicija				галисия
galija				галера, галлия
galijum				галлий
galikanizam				галликанство
galofobija				франкофобия
galon				галлон
galvanometar				гальванометр
galvanoterapija				гальванотерапия
galvanski				гальванический
gama-funkcija				гамма-функция
gamapatija				гаммапатия
gambija				гамбия
gambit				гамбит
gamet				гамета
gangrena				гангрена
ganski				ганский
garancija				гарантия
garantni				гарантийный
garantovati				гарантировать
garaža				гараж
garnijerit				гарниерит
gas				газ
gas-maska				противогаз
gasifikacija				газификация
gasovod				газопровод
gastritis				гастрит
gastroenterologija				гастроэнтерология
gastroskopija				гастроскопия
gastrotomija				гастротомия
gavijal				гавиал
gavran				ворон
gazohemija				газохимия
gašenje				угасание
gdadiš				стальник
gdanjsk				гданьск
gejzir				гейзер
gejša				гейша
gekon				геккон
gel				гель
gen				ген
gencijana				горечавка
genealogija				генеалогия
general				генерал
general-feldmaršal				генерал-фельдмаршал
general-potpukovnik				генерал-лейтенант
genocid				геноцид
genom				геном
genotip				генотип
gensek				генсек
gentrifikacija				джентрификация
geodezija				геодезия
geodinamika				геодинамика
geoekologija				геоэкология
geofizika				геофизика
geoglif				геоглиф
geografija				география
geografski				географический
geohemija				геохимия
geolocirati				геолоцировать
geolog				геолог
geologija				геология
geolokacija				геолокация
geomagnetizam				геомагнетизм
geometrija				геометрия
geomorfologija				геоморфология
geopolitika				геополитика
geopotencijal				геопотенциал
geosinklinala				геосинклиналь
gepingen				гёппинген
germanijum				германий
germanistika				германистика
germanizacija				германизация
germanizam				германизм
germanofilski				германофильский
gerontologija				геронтология
gestapo				гестапо
gestikulirati				жестикулировать
geto				гетто
getsemanski				гефсиманский
giboni				гиббон
gigabajt				гигабайт
gigaherc				гигагерц
gigantski				гигантский
giljotina				гильотина
gimnastika				гимнастика
ginekolog				гинеколог
ginekologija				гинекология
gitara				гитара
giz				геэз
glaciologija				гляциология
glad				голод
gladan				голодный
gladijator				гладиатор
gladiola				гладиолус
glagol				глагол
glagoljica				глаголица
glampovanje				глэмпинг
glas				голос
glasanje				голосование
glasben				музыкальный
glasnik				посол
glasovir				фортепиано
glaukom				глаукома
glava				голова
glavan				главный
glavni				основной
glazben				музыкальный
glačalo				утюг
gle				вот
gledati				смотреть
glejv				глевия
gležanj				лодыжка
glicerin				глицерин
glicerol				глицерин
glikemija				гликемия
glikogeneza				гликогеногенез
glikozid				гликозид
gljiva				гриб
globa				штраф
globalizacija				глобализация
globalizam				глобализм
globin				глобин
globiti				штрафовать
globus				глобус
glodar				грызун
glog				боярышник
glosar				глоссарий
glosolalija				глоссолалия
glukoza				глюкоза
glumac				актёр
glumica				актриса
glupak				дурак
glupan				дурак, недоумок, тупица
glupav				глуповатый
glupost				бредятина, глупость
gluv				глухой
gluvost				глухота
gluvoća				глухота
gmizavac				пресмыкающееся
gmo				гмо
gnevan				гневливый, злой
gnevljiv				гневливый
gnevljivost				гневливость
gniv				гнев
gnjev				гнев
gnjevan				гневный
gnjilane				гнилане
gnjio				гнилой
gnoj				гной
gnom				гном
gnoseologija				гносеология
gnosticizam				гностицизм
gnu				гну
go				голый
godina				год
godišnji				ежегодный
godišnjica				годовщина
golicati				щекотать
golman				вратарь
golub				голубь
golubica				голубь
gomolj				клубень
gomora				гоморра
gondola				гондола
gong				гонг
goniometar				гониометр
gora				гора
gorak				горький
gorbačov				горбачёв
gore				вверх, вверху, хуже
gorgulija				горгулья
gorila				горилла
gorivo				топливо
gorno-altajsk				горно-алтайск
gorčica				горчица
gospod				бог
gospodar				господарь, хозяин
gospodariti				господствовать
gospodin				господин
gospođa				госпожа
gost				гость
gotov				готовый
gotovnost				готовность
gotovo				почти
govedina				говядина
govoriti				говорить
graciozan				изящный
grad				город, град
gradina				огород
graditi				строить
gradonačelnik				бургомистр
gradski				городской
grafema				графема
grafika				графика
grafin				графин
grafit				графит
grafologija				графология
graktati				каркать
gram				грамм
gramatikalizacija				грамматикализация
gramzivac				жадина
granica				граница
granit				гранит
graničar				пограничник
gravazvezda				гравастар
gravimetrički				гравиметрический
gravitacija				гравитация
graviton				гравитон
grašak				горох
grb				герб
grditi				бранить
grdost				уродство
grejpfrut				грейпфрут
grenland				гренландия
grenlandski				гренландский
greška				ошибка
greškom				ошибочно
grgeč				окунь
grijeh				грех
griješiti				грешить
grimasa				гримаса
grinič				гринвич
grinički				гринвичский
grip				грипп
grivna				браслет
grizeti				кусать
grkljan				гортань, пищевод
grlica				горлинка
grlo				горло
grm				куст, кустарник
grmjeti				грохотать
grmljavina				гроза
grmotrn				стальник
grnčarija				керамика
grnčarstvo				керамика
grob				могила
grobište				кладбище
grobje				кладбище
groblje				кладбище
grof				граф
grofica				графиня
groktati				хрюкать
grom				гром
gromak				громкий
gromobran				громоотвод, молниеотвод
grozd				виноград, гроздь
grozni				грозный
grožđe				виноград
grub				грубый
grubiti				грубить
grupeto				группетто
grupisati				концентрировать, сосредоточивать
gruzija				грузия
gruzijka				грузинка
grčevit				конвульсивный, нервный, спазматический
grčka				греция
grčki				греческий
grđost				уродство
guangdung				гуандун
gubernija				губерния
gubilište				эшафот
gubitak				убыток
gubiti				терять
gudalo				смычок
gudžarati				гуджарати
guja				змея
gunj				кожух
gunđanje				брюзжание
gunđati				брюзжать
gurija				гурия
gurman				гурман
gusan				гусак
gusar				пират
gusenica				гусеница
guska				гусь
gutacija				гуттация
gutati				глотать
gušter				ящерица
gvadelup				гваделупа
gvatemala				гватемала
gvatemalac				гватемалец
gvatemalski				гватемальский
gvaš				гуашь
gvineja				гвинея
gvožđe				железо
habanera				хабанера
habanje				изнашивание
habarovsk				хабаровск
had				аид
hadron				адрон
hadronski				адронный
hadž				хадж
hadži				хаджи
hadžija				хаджи
hadžiluk				хадж
hafnijum				гафний
hagiografija				агиография
hajduk				гайдук
hajnan				хайнань
halifat				халифат
haljina				платье
halogenacija				галогенирование
halucinacija				галлюцинация
halucinirati				галлюцинировать
halva				халва
hamburg				гамбург
hamburger				бургер, гамбургер
hamburški				гамбургский
hamit				хамит
han				трактир
hanover				ганновер
hantavirus				хантавирус
hanzeatski				ганзейский
hanča				ханча
haos				хаос
haotičan				хаотический
haplogrupa				гаплогруппа
haplotip				гаплотип
harfa				арфа
harfista				арфист
harizma				харизма
harkov				харьков
harmonija				гармония
harmonijum				фисгармония
harmonika				аккордеон
harmonikaš				аккордеонист
harmoničan				гармоничный
harpun				гарпун
harpunar				гарпунщик
hartija				бумага
hasavjurt				хасавюрт
hasidizam				хасидизм
hasij				хассий
hasijum				хассий
haubica				гаубица
hauzmajstor				управдом
havaji				гавайи
hazarski				хазарский
hašiš				гашиш
hebefrenija				гебефрения
hedonizam				гедонизм
hegemonija				гегемония
hejlungđang				хэйлунцзян
hekatomba				гекатомба
heksaedar				гексаэдр, шестигранник
heksafluorid				гексафторид
heksagon				шестиугольник
heksametar				гекзаметр
heksan				гексан
heksen				гексен
heksoda				гексод
hektar				гектар
helenista				эллинист
helenizam				эллинизм
helij				гелий
helije				гелиос
helijum				гелий
helikopter				вертолёт
heliocentrizam				гелиоцентризм
heliocentričan				гелиоцентрический
heliofil				гелиофил
heliologija				гелиология
helios				гелиос
heljda				гречиха
hematit				гематит
hematoidin				гематоидин
hematologija				гематология
hematom				гематома
hemialgija				гемиалгия
hemihoreja				гемихорея
hemija				химия
hemimorfit				гемиморфит
hemipareza				гемипарез
hemičar				химик
hemofilija				гемофилия
hemofobija				гемофобия
hemoglobin				гемоглобин
hemogram				гемограмма
hemoliza				гематолиз, гемолиз
hemoluminescencija				хемолюминесценция
hemoragija				геморрагия
hemosiderin				гемосидерин
hemosorpcija				хемосорбция
hendijadis				гендиадис
hentaj				хентай
heptan				гептан
heraldika				геральдика
herbarijum				гербарий
hermelin				горностай
hermetično				герметически, герметично
heroin				героин
herojski				геройский
herpetologija				герпетология
hesenski				гессенский
hesijan				гессиан
heterodoksija				инаковерие
heterogamija				гетерогамия
heterogen				гетерогенный
heteronacionalizam				гетеронационализм
heteroseksualan				гетеросексуальный
heteroseksualnost				гетеросексуальность
heterozigotan				гетерозиготный
heterozigoten				гетерозиготный
hetimasija				этимасия
hetit				хетт
heuristika				эвристика
heurističan				эвристичный
heuristički				эвристичный
hibrid				гибрид
hibridan				гибридный
hibridizacija				гибридизация
hibru				иврит
hidraulika				гидравлика
hidraulički				гидравлический
hidrije				гидрия
hidrobiologija				гидробиология
hidrodinamika				гидродинамика
hidroelektrana				гидроэлектростанция
hidroelektrični				гидроэлектрический
hidroenergija				гидроэнергетика
hidrofilan				гидрофильный
hidrofob				гидрофобность
hidrofoban				гидрофобный
hidrogenkarbonat				бикарбонат
hidrografija				гидрография
hidrologija				гидрология
hidrometalurški				гидрометаллургический
hidroreja				гидрорея
hidžab				хиджаб
hidžaz				хиджаз
higrofilan				гигрофильный
higrogram				гигрограмма
hijena				гиена
hijerarhija				иерархия
hijerarhijski				иерархически
hijeroglif				иероглиф
hilijazam				милленаризм
hiljada				тысяча
hiljaditi				тысячный
himalaji				гималаи
himki				химки
hindi				хинди
hinduistički				индуистский
hinduizam				индуизм
hiosciamin				гиосциамин
hiperacidan				гиперацидный
hiperaktivnost				гиперактивность
hiperboličan				гиперболический
hiperboloid				гиперболоид
hiperinflacija				гиперинфляция
hiperonim				гипероним
hipersfera				гиперсфера
hipersomnija				гиперсомния
hipertekst				гипертекст
hipertenzija				гипертензия, гипертония
hiperveza				гиперссылка
hipervizor				гипервизор
hipnofobija				гипнофобия
hipnotisati				гипнотизировать
hipnotizer				гипнотизёр
hipnotičar				гипнотизёр
hipnoza				гипноз
hipoacidan				гипоацидный
hipodrom				ипподром
hipofiza				гипофиз
hipoforija				гипофория
hipofosfat				гипофосфат
hiponim				гипоним
hiponitrit				гипонитрит
hiposekrecija				гипосекреция
hipostaza				ипостась
hipotalamus				гипоталамус
hipoteka				ипотека
hipotenuza				гипотенуза
hipotenzija				гипотензия
hipotetički				гипотетический
hipotetično				гипотетически
hipoteza				гипотеза
hipotireoza				гипотиреоз
hiralan				хиральный
hiralnost				хиральность
hiromantija				хиромантия
hirošima				хиросима
hirurg				хирург
hirurgija				хирургия
hirurški				хирургический
hispanogovorni				испаноязычный
histerezis				гистерезис
histeričan				истеричный
histohemija				гистохимия
histologija				гистология
historija				история
historiograf				историограф
historiografija				историография
historičar				историк
hitin				хитин
hitinski				хитиновый
hitnja				спешка
hitno				безотлагательно
hladan				нерадушный, холодный
hladionik				холодильник
hladnjak				холодильник
hladnokrvnost				хладнокровность
hlap				омар
hlače				штаны
hljeb				хлеб
hloazma				хлоазма
hlor				хлор
hlorofil				хлорофилл
hloroform				хлороформ
hlortetraciklin				хлортетрациклин
hmelj				хмель
hobi				хобби
hobotnica				осьминог
hod				ходьба
hodanje				ходьба
hodnik				коридор
hokaido				хоккайдо
hokej				хоккей
hokejski				хоккейный
hol				холл
holandija				голландия
holandski				нидерландский
holanđanin				нидерландец
holerik				холерик
holesterol				холестерин
holmijum				гольмий
holoenzim				голофермент
holografija				голография
hologram				голограмма
holotip				голотип
homeopatija				гомеопатия
homeostaza				гомеостаз
homofon				омофон
homogamija				гомогамия
homologacija				омологация
homonim				омоним
homoseksualac				гомосексуалист
homoseksualan				гомосексуальный
homoseksualizam				гомосексуализм
homoseksualnost				гомосексуальность
homosfera				гомосфера
homotopija				гомотопия
homozigot				гомозигота
homozigotan				гомозиготный
honduras				гондурас
hopjor				хопёр
hoplit				гоплит
hor				хор
horizont				горизонт
horizontalan				горизонтальный
horizontalno				горизонтально
horizontalnost				горизонтальность
hormon				гормон
hormonogeneza				гормоногенез
horna				валторна
horonim				хороним
hortenzija				гортензия
hotel				отель
hoverkraft				аэроход
hrabro				храбро
hrabrost				мужество, смелость
hram				храм
hrana				пища
hrast				дуб
hrbat				позвоночник
hren				хрен
hrestomatija				хрестоматия
hridina				скала
hrist				христос
hristadelfijan				христадельфианин
hristos				христос
hrišćanin				христианин
hrišćanski				христианский
hrišćanstvo				христианство
hrom				хром
hromatografija				хроматография
hromoplast				хромопласт
hromosfera				хромосфера
hromozom				хромозома, хромосома
hronikar				хронист
hroničar				хронист
hronografija				хронография
hronologija				хронология
hronološki				хронологический
hronometar				секундомер, хронометр
hrptenica				позвоночник
hrvat				хорват
hrčak				хомяк
hteti				хотеть
hubej				хубэй
hugenot				гугенот
hugenotski				гугенотский
hulja				злодей, негодяй
humanoidan				человекообразный
humoreska				юмореска
humus				гумус
hunan				хунань
hungaristika				унгаристика
hungarologija				унгаристика
husar				гусар
hvala				спасибо
hvatati				ловить
i				а, да, и
iako				хотя
ibis				ибис
ideal				идеал
idealan				идеальный
idealista				идеалист
idealizam				идеализм
idealizovati				идеализировать
idealnost				идеальность
ideja				замысел
identifikacija				опознавание
identičan				идентичный
ideologema				идеологема
ideologija				идеология
ideomotoran				идеомоторный
idila				идиллия
idiličan				идиллический
idiolekt				идиолект
idiomatski				идиоматический
idiot				кретин
idiotija				идиотия
idiotski				идиотский
igarka				игарка
igla				игла
ignorisanje				игнорирование
ignorisati				игнорировать
igor				игорь
igranka				танец
igrati				играть, танцевать
igračica				танцовщица
igračka				игрушка
igteizam				игтеизм
iguman				игумен
ihtiografija				ихтиография
ihtiolog				ихтиолог
ihtiologija				ихтиология
ihtiosaur				ихтиозавр
ikona				икона
ikonoborstvo				иконоборчество
ikonoklazam				иконоборчество
ikonopis				иконопись
ikonopisanje				иконопись
ikonostas				иконостас
ikosaedar				икосаэдр
ikositetraedar				двадцатичетырёхгранник
ilegalan				незаконный, нелегальный
ili				альбо, или
ilinois				иллинойс
ilirski				иллирийский
ilovača				глина
iluminirati				иллюминировать
ilustrovati				иллюстрировать
iluzija				иллюзия
iluzionist				иллюзионист
imam				имам
imati				иметь
imbecilnost				имбецильность
ime				имя, наименование
imenica				существительное
imenovanje				деноминация, наименование
imenovati				именовать
imigracija				иммиграция
imitacija				имитация
imitirati				имитировать
imobilizacija				иммобилизация
imovina				имущество
imperativnost				императивность
imperator				император
imperatorica				императрица
imperija				империя
imperijalista				империалист
impečment				импичмент
impičment				импичмент
implementacija				имплементация
import				импорт
importer				импортёр
importirati				импортировать
impotencija				импотенция
impresionizam				импрессионизм
improvizacija				импровизация
improvizovati				импровизировать
impulzivno				импульсивно
imunitet				иммунитет
imunobiolog				иммунобиолог
imunodeficijencija				иммунодефицит
imunohemija				иммунохимия
imunologija				иммунология
imunost				иммунитет
imućan				зажиточный
inaktivacija				инактивация
incest				инцест
indeksiranje				индексация
indeksirati				индексировать
indianapolis				индианаполис
indiferentan				индифферентный
indija				индия
indijana				индиана
indijanapolis				индианаполис
indijski				индийский
indijum				индий
indikativni				индикативный
indikator				индикатор
indirektan				косвенный
individualan				индивидуальный
individualizam				индивидуализм
individualnost				личность
indoeuropeistika				индоевропеистика
indoevropeistika				индоевропеистика
indokina				индокитай
indološki				индологический
indonežanski				индонезийский
indukcija				провокация
induktivitet				индуктивность
induktivnost				индуктивность
industrija				промышленность
industrijalizacija				индустриализация
industrijski				индустриальный, промышленный
inercija				инерция
inercijalan				инерциальный
infanticid				детоубийство
infekcija				заражение, инфекция
infektologija				инфектология
inferioran				неполноценный
infinitiv				инфинитив
inflacija				инфляция
inflacioni				инфляционный
informacija				информация
informativan				справочный
informisati				информировать, осведомлять
infrastruktura				инфраструктура
ingot				слиток
ingušetija				ингушетия
inhibicija				ингибиция
inhibitor				ингибитор
inicijacija				инициация
inicijalizacija				инициализация
inicijativnost				инициативность
inicijator				инициатор
inje				иней
injekcija				инъекция
inklinometar				инклинометр
inkorporacija				инкорпорация
inkvizicija				инквизиция
inovacija				инновация, нововведение
inovativan				новаторский
inovativnost				инновационность, новаторство
insekt				насекомое
insekticid				инсектицид
insolventnost				банкротство
insomnija				бессонница
instinktivan				инстинктивный
instinktivnost				инстинктивность
institucionalan				институциональный
institucionalizacija				институционализация
instruirati				инструктировать
insulin				инсулин
intarzija				интарсия
integral				интеграл
integraza				интеграза
