order	lemma	pos	spoken	web	forms	sentences	gloss
1071	kreda	NOUN	299	1354	15	1	мел (минерал)
1072	paralelan	ADJ	298	7884	191	0	геометр. параллельный
1073	kavana	NOUN	296	200	15	0	кафе, кофейня
1074	slikarstvo	NOUN	295	8014	15	0	искусств. живопись
1075	njušiti	VERB	295	170	102	0	нюхать, обонять; вынюхивать, разнюхивать
1076	vinograd	NOUN	293	9093	15	1	виноградник
1077	hobotnica	NOUN	293	690	14	0	осьминог
1078	čova	NOUN	291	199	14	0	?
1079	krunisanje	NOUN	291	665	15	0	коронация, коронование
1080	dijagram	NOUN	290	1887	15	0	диаграмма
1081	ronilac	NOUN	288	797	14	0	аквалангист
1082	bakalar	NOUN	288	247	15	0	зоол. треска (Gadus morhua L.)
1083	glazben	ADJ	288	596	132	0	музыкальный
1084	sakupljač	NOUN	286	1332	16	0	собиратель, коллекционер; накопитель
1085	jednook	ADJ	285	185	191	0	одноглазый
1086	pevac	NOUN	285	588	56	0	?
1087	postanak	NOUN	283	1807	15	0	возникновение
1088	šezdeseti	ADJ	283	3388	63	0	шестидесятый
1089	komentarisati	VERB	282	26835	102	0	комментировать
1090	obraćanje	NOUN	281	9146	15	0	обращение
1091	istaći	VERB	280	99267	96	1	подчеркнуть, выделить; выдвинуть, выставить
1092	desnica	NOUN	280	5159	15	0	От ст.-слав. "десн"- "правый"
1093	paun	NOUN	278	412	15	0	павлин
1094	dopisnik	NOUN	277	3620	15	0	корреспондент, репортёр
1095	oduševljenje	NOUN	276	6564	15	0	воодушевление
1096	leća	NOUN	276	354	15	1	ботан. чечевица (Lens)
1097	mačevalac	NOUN	276	185	14	0	фехтовальщик
1098	odbojka	NOUN	276	5386	16	0	спорт. волейбол
1099	katran	NOUN	275	568	15	0	хим. гудрон
1100	izvod	NOUN	275	6226	15	0	матем. производная (функции)
1101	uspavanka	NOUN	273	548	16	0	колыбельная песня
1102	zahvalnica	NOUN	272	2870	15	0	благодарность
1103	štampač	NOUN	271	7253	15	1	принтер
1104	apsorbovati	VERB	270	3387	109	0	поглощать, абсорбировать
1105	pedeseti	ADJ	270	4309	126	0	пятидесятый
1106	ljudina	NOUN	269	317	15	0	большой человек
1107	badava	ADV	269	625	1	0	бесплатно
1108	amonijak	NOUN	268	1312	7	0	аммиак
1109	pekmez	NOUN	267	808	16	0	мармелад
1110	vrtlar	NOUN	267	156	17	0	садовник
1111	odvijač	NOUN	266	78	15	0	техн. отвёртка
1112	balistički	ADJ	264	1060	62	0	баллистический
1113	neograničen	ADJ	263	6672	73	0	неограниченный; безграничный
1114	mermer	NOUN	263	1959	15	0	геол. мрамор
1115	zabranjen	ADJ	262	5725	191	2	запрещённый
1116	ćup	NOUN	260	610	16	0	?
1117	postojeći	ADJ	260	57174	60	0	существующий
1118	milovati	VERB	260	2753	102	0	ласкать
1119	osovina	NOUN	259	3900	15	0	ось
1120	transformisati	VERB	259	5082	109	0	трансформировать, преобразовывать, превращать; (~ се) трансформироваться, преобразовываться, превращаться
1121	sneško	NOUN	259	335	30	0	снеговик
1122	novinski	ADJ	259	7722	184	0	относящийся к прессе или новостям
1123	apsurdan	ADJ	259	2886	191	0	абсурдный
1124	dušnik	NOUN	259	386	15	0	анат. гортань; дыхательное горло
1125	otpuštati	VERB	258	2561	102	0	увольнять
1126	automobilski	ADJ	257	8105	184	0	автомобильный
1127	antraks	NOUN	257	240	7	0	мед. сибирская язва
1128	površinski	ADJ	255	6648	62	0	поверхностный
1129	paganin	NOUN	255	425	15	0	религ. язычник
1130	dizalo	NOUN	255	44	15	0	лифт
1131	pešačenje	NOUN	254	1275	30	0	ходьба
1132	limen	ADJ	253	1249	191	0	жестяной
1133	bezalkoholan	ADJ	252	1599	191	1	безалкогольный
1134	žlica	NOUN	251	182	15	0	ложка
1135	celer	NOUN	251	1112	15	0	ботан. сельдерей (Apium)
1136	šahovski	ADJ	250	4374	184	0	шахматный
1137	raskršće	NOUN	249	1667	15	0	перекрёсток
1138	porcelan	NOUN	248	729	15	1	фарфор
1139	nesanica	NOUN	248	2681	14	0	бессонница
1140	alhemičar	NOUN	247	529	17	0	алхимик
1141	mađarski	ADJ	247	22819	184	1	венгерский
1142	pajser	NOUN	244	339	15	0	гвоздодёр
1143	bodlja	NOUN	243	475	16	0	шип; жало
1144	jugozapad	NOUN	243	1277	7	0	юго-запад
1145	angažman	NOUN	242	8422	15	0	ангажемент
1146	asocijacija	NOUN	241	22462	15	0	ассоциация
1147	prefinjen	ADJ	239	2044	264	0	изящный
1148	nestašica	NOUN	238	4488	15	0	недостаток, нехватка, отсутствие
1149	jeka	NOUN	238	2655	15	0	эхо
1150	žvakati	VERB	237	376	102	0	жевать
1151	biciklist	NOUN	237	5491	15	0	велосипедист
1152	ambis	NOUN	237	1267	15	0	бездна, пропасть
